name,type,education_tag,address,postal_code,phone,email,website,zone,school_active,is_enrolling,latitude,longitude
Pei Hwa Secondary School,secondary,Secondary,Fernvale Link,797702,65009580,peihwasec@moe.edu.sg,http://www.peihwasec.moe.edu.sg,,,,,
Peirce Secondary School,secondary,Secondary,Sin Ming Walk,575566,64576454,peirce_ss@moe.edu.sg,http://www.peircesec.moe.edu.sg,,,,,
Presbyterian High School,secondary,Secondary,Ang Mo Kio Avenue 6,569845,64543722,presbyterian@moe.edu.sg,http://www.presbyterian.moe.edu.sg,,,,,
Punggol Secondary School,secondary,Secondary,Edgefield Plains,828870,64897851,punggol_ss@moe.edu.sg,http://www.punggolsec.moe.edu.sg,,,,,
Queenstown Secondary School,secondary,Secondary,Strathmore Road,148800,64741055,qtss@moe.edu.sg,http://www.queenstownsec.moe.edu.sg,,,,,
Queensway Secondary School,secondary,Secondary,Margaret Drive,149295,64741421,qss@moe.edu.sg,http://www.queenswaysec.moe.edu.sg,,,,,
Raffles Girls' School (Secondary),secondary,Secondary,Braddell Rise,318871,67371845,rgss@moe.edu.sg,http://www.rgs.edu.sg,,,,,
Raffles Institution (Secondary),secondary,Secondary,Raffles Institution Lane,575954,64199242,comms@ri.edu.sg,http://www.ri.edu.sg,,,,,
Regent Secondary School,secondary,Secondary,Choa Chu Kang North 5,689621,67653828,regent_ss@moe.edu.sg,http://regentsec.moe.edu.sg,,,,,
Riverside Secondary School,secondary,Secondary,Woodlands Street 81,738524,62699631,riverside_ss@moe.edu.sg,http://www.riversidesec.moe.edu.sg,,,,,
River Valley High School (Secondary),secondary,Secondary,Boon Lay Avenue,649961,65678115,rvhs@moe.edu.sg,https://rivervalleyhigh.moe.edu.sg/,,,,,
"School of Science and Technology, Singapore",secondary,Secondary,Technology Drive,138572,65717200,contactus@sst.edu.sg,http://www.sst.edu.sg,,,,,
"School of the Arts, Singapore",secondary,Secondary,Zubir Said Drive,227968,6338 9663,enquiries@sota.edu.sg,http://www.sota.edu.sg/,,,,,
Sembawang Secondary School,secondary,Secondary,Sembawang Crescent,757704,67566760,sembawang_ss@moe.edu.sg,http://www.sembawangsec.moe.edu.sg,,,,,
Seng Kang Secondary School,secondary,Secondary,Compassvale Lane,545090,63887258,skss@moe.edu.sg,http://www.sengkangsec.moe.edu.sg,,,,,
Serangoon Garden Secondary School,secondary,Secondary,Serangoon North Avenue 1,555889,62889227,sgss@moe.edu.sg,https://www.sgs.moe.edu.sg,,,,,
Serangoon Secondary School,secondary,Secondary,Upper Serangoon View,534237,63851589,serangoon_ss@moe.edu.sg,http://www.serangoonsec.moe.edu.sg,,,,,
Singapore Chinese Girls' School,secondary,Secondary,Dunearn Road,309437,62527966,scgss@moe.edu.sg,http://www.scgs.moe.edu.sg,,,,,
Singapore Sports School,secondary,Secondary,Champions Way,737913,67660100,enquire@sportsschool.edu.sg,http://www.sportsschool.edu.sg,,,,,
Spectra Secondary School,secondary,Secondary,Woodlands Drive 64,737758,64660775,spectra@schools.gov.sg,https://www.spectra.edu.sg,,,,,
Springfield Secondary School,secondary,Secondary,Tampines Avenue 8,529593,63183053,springfields@moe.edu.sg,http://www.springfieldsec.moe.edu.sg,,,,,
St Andrew's School (Secondary),secondary,Secondary,Francis Thomas Drive,359342,62851944,sass@moe.edu.sg,http://www.standrewssec.moe.edu.sg,,,,,
St. Anthony's Canossian Secondary School,secondary,Secondary,Bedok North Avenue 4,469700,64490616,sacss@moe.edu.sg,https://stanthonyscanossiansec.moe.edu.sg,,,,,
St. Gabriel's Secondary School,secondary,Secondary,Serangoon Avenue 1,556140,62889470,stgss@moe.edu.sg,http://www.stgabrielssec.moe.edu.sg,,,,,
St. Hilda's Secondary School,secondary,Secondary,Tampines Street 82,528986,63055277,shss@moe.edu.sg,http://www.sthildassec.moe.edu.sg,,,,,
St. Joseph's Institution (Secondary),secondary,Secondary,Malcolm Road,308274,62500022,contact@sji.edu.sg,http://www.sji.edu.sg,,,,,
St. Margaret's School (Secondary),secondary,Secondary,Farrer Road,259240,64664525,stmargaretss@moe.edu.sg,http://www.stmargaretssec.moe.edu.sg,,,,,
St. Patrick's School,secondary,Secondary,East Coast Road,429058,63440929,stpatricksch@moe.edu.sg,http://www.stpatricks.moe.edu.sg,,,,,
Swiss Cottage Secondary School,secondary,Secondary,Bukit Batok Street 34,659322,65637173,scss@moe.edu.sg,http://www.swisscottagesec.moe.edu.sg,,,,,
Tampines Secondary School,secondary,Secondary,Tampines St 12,529427,67835423,tpss@moe.edu.sg,https://www.tampinessec.moe.edu.sg,,,,,
Tanjong Katong Girls' School,secondary,Secondary,Dunman Lane,439272,63441593,tkgs@moe.edu.sg,http://www.tkgs.moe.edu.sg,,,,,
Tanjong Katong Secondary School,secondary,Secondary,Haig Road,438796,63443471,tkss@moe.edu.sg,http://www.tanjongkatongsec.moe.edu.sg,,,,,
Temasek Junior College (Secondary),secondary,Secondary,Tampines Avenue 9,529564,64428066,temasek_jc@moe.edu.sg,http://www.temasekjc.moe.edu.sg,,,,,
Temasek Secondary School,secondary,Secondary,Upper East Coast Road,465561,64495020,temasek_ss@moe.edu.sg,https://temaseksec.moe.edu.sg,,,,,
Unity Secondary School,secondary,Secondary,Choa Chu Kang Street 62,689143,67671070,unity_ss@moe.edu.sg,http://www.unitysec.moe.edu.sg,,,,,
Victoria School,secondary,Secondary,Siglap Link,448880,62912965,victoria_sch@moe.edu.sg,http://www.victoria.moe.edu.sg,,,,,
West Spring Secondary School,secondary,Secondary,Senja  Road,677737,68920369,westspringss@moe.edu.sg,http://www.westspringsec.moe.edu.sg,,,,,
Westwood Secondary School,secondary,Secondary,Jurong West Street 25,648350,67929737,westwood_ss@moe.edu.sg,https://www.westwoodsec.moe.edu.sg,,,,,
Whitley Secondary School,secondary,Secondary,Bishan Street 24,579747,64561336,whitley_ss@moe.edu.sg,http://www.whitleysec.moe.edu.sg,,,,,
Woodgrove Secondary School,secondary,Secondary,Woodlands Avenue 6,738990,68932564,woodgrove_ss@moe.edu.sg,https://www.woodgrovesec.moe.edu.sg,,,,,
Woodlands Ring Secondary School,secondary,Secondary,Woodlands Avenue 1,739062,63643712,wrss@moe.edu.sg,http://www.woodlandsringsec.moe.edu.sg,,,,,
Woodlands Secondary School,secondary,Secondary,Marsiling Road,739111,68494400,wdl_ss@moe.edu.sg,http://www.woodlandssec.moe.edu.sg,,,,,
Xinmin Secondary School,secondary,Secondary,Hougang Avenue 8,538789,62889382,xinminss_email@schools.gov.sg,https://www.xinminsec.moe.edu.sg/,,,,,
Yio Chu Kang Secondary School,secondary,Secondary,Ang Mo Kio Avenue 5,569868,64560669,yckss@moe.edu.sg,http://www.yiochukangsec.moe.edu.sg,,,,,
Yishun Secondary School,secondary,Secondary,Yishun Street 71,768516,68767129,yishun_ss@moe.edu.sg,http://www.yishunsec.moe.edu.sg,,,,,
Yishun Town Secondary School,secondary,Secondary,Yishun Street 21,768610,67587219,ytss@moe.edu.sg,http://www.yishuntownsec.moe.edu.sg,,,,,
Yuan Ching Secondary School,secondary,Secondary,Yuan Ching Road,618654,62612489,ycss@moe.edu.sg,https://yuanchingsec.moe.edu.sg/,,,,,
Yuhua Secondary School,secondary,Secondary,Jurong West Street 41,649406,65661985,yuhua_ss@moe.edu.sg,http://www.yuhuasec.moe.edu.sg,,,,,
Yusof Ishak Secondary School,secondary,Secondary,Sumang Walk,828676,65009800,yiss@moe.edu.sg,http://www.yusofishaksec.moe.edu.sg,,,,,
Yuying Secondary School,secondary,Secondary,Hougang Avenue 1,538884,62827968,yuying_ss@moe.edu.sg,http://www.yuyingsec.moe.edu.sg,,,,,
Zhenghua Secondary School,secondary,Secondary,Bukit Panjang Ring Road,679962,67639455,zhenghua_ss@moe.edu.sg,http://www.zhenghuasec.moe.edu.sg,,,,,
Zhonghua Secondary School,secondary,Secondary,Serangoon Avenue 3,556123,62824339,zhonghua_ss@moe.edu.sg,https://www.zhonghuasec.moe.edu.sg,,,,,
Anderson Serangoon Junior College,jc,Junior Colleges and Millennia Institute,Upper Serangoon Road,534768,64596822,asrjc@moe.edu.sg,https://www.asrjc.moe.edu.sg,,,,,
Anglo-Chinese Junior College,jc,Junior Colleges and Millennia Institute,Dover Close East,139745,67750511,acjc@acjc.edu.sg,https://acjc.moe.edu.sg,,,,,
Anglo-Chinese School (Independent) (Junior College),jc,Junior Colleges and Millennia Institute,Dover Road,139650,67731633,acsindep@schools.gov.sg,https://www.acsindep.moe.edu.sg,,,,,
Catholic Junior College,jc,Junior Colleges and Millennia Institute,Whitley Road,297822,62524083,catholic_jc@moe.edu.sg,https://cjc.moe.edu.sg/,,,,,
Dunman High School (Junior College),jc,Junior Colleges and Millennia Institute,Tanjong Rhu Road,436895,63450533,dhs@moe.edu.sg,http://www.dunmanhigh.moe.edu.sg,,,,,
Eunoia Junior College,jc,Junior Colleges and Millennia Institute,Sin Ming Place,573838,63518388,eunoiajc@moe.edu.sg,http://www.eunoiajc.moe.edu.sg,,,,,
Hwa Chong Institution (Junior College),jc,Junior Colleges and Millennia Institute,Bukit Timah Road,269734,64683955,admin@hci.edu.sg,https://www.hci.edu.sg/,,,,,
Jurong Pioneer Junior College,jc,Junior Colleges and Millennia Institute,Teck Whye Walk,688258,65646878,jpjc@moe.edu.sg,http://jpjc.moe.edu.sg,,,,,
Millennia Institute,jc,Junior Colleges and Millennia Institute,Bukit Batok West Avenue 8,658965,63023700,millennia_inst@moe.edu.sg,http://www.millenniainstitute.moe.edu.sg,,,,,
Nanyang Junior College,jc,Junior Colleges and Millennia Institute,Serangoon Avenue 3,556111,62842281,nyjc@moe.edu.sg,http://www.nanyangjc.moe.edu.sg/,,,,,
National Junior College,jc,Junior Colleges and Millennia Institute,Hillcrest Road,288913,64661144,njc@moe.edu.sg,http://www.nationaljc.moe.edu.sg,,,,,
NUS High School of Mathematics and Science,jc,Junior Colleges and Millennia Institute,Clementi Avenue 1,129957,65161709,einstein@highsch.nus.edu.sg,https://www.nushigh.edu.sg,,,,,
Raffles Institution (Junior College),jc,Junior Colleges and Millennia Institute,Raffles Institution Lane,575954,64199242,comms@ri.edu.sg,http://www.ri.edu.sg,,,,,
River Valley High School (Junior College),jc,Junior Colleges and Millennia Institute,Boon Lay Avenue,649961,65678115,rvhs@moe.edu.sg,https://rivervalleyhigh.moe.edu.sg/,,,,,
"School of the Arts, Singapore",jc,Junior Colleges and Millennia Institute,Zubir Said Drive,227968,6338 9663,enquiries@sota.edu.sg,http://www.sota.edu.sg/,,,,,
Singapore Sports School,jc,Junior Colleges and Millennia Institute,Champions Way,737913,67660100,enquire@sportsschool.edu.sg,http://www.sportsschool.edu.sg,,,,,
St Andrew's Junior College,jc,Junior Colleges and Millennia Institute,Sorby Adams Drive,357691,62857008,sajc@moe.edu.sg,http://www.standrewsjc.moe.edu.sg/,,,,,
St. Joseph's Institution (Junior College),jc,Junior Colleges and Millennia Institute,Malcolm Road,308274,62500022,contact@sji.edu.sg,http://www.sji.edu.sg,,,,,
Tampines Meridian Junior College,jc,Junior Colleges and Millennia Institute,Pasir Ris Street 71,518799,63493660,tmjc@moe.edu.sg,http://www.tmjc.moe.edu.sg,,,,,
Temasek Junior College,jc,Junior Colleges and Millennia Institute,Tampines Avenue 9,529564,64428066,temasek_jc@moe.edu.sg,http://www.temasekjc.moe.edu.sg,,,,,
Victoria Junior College,jc,Junior Colleges and Millennia Institute,Marine Vista,449035,64485011,victoria_jc@moe.edu.sg,https://www.victoriajc.moe.edu.sg/,,,,,
Yishun Innova Junior College,jc,Junior Colleges and Millennia Institute,Yishun Ring Road,768675,62579873,yijc@moe.edu.sg,https://yijc.moe.edu.sg/,,,,,
